Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
2.69,-70.8178,-37.4,-0.454,0.002222,
2.695,-70.8184,-37.4,-1.331,0.000533,
2.7,-70.819,-37.4,-0.005,0.000533,
2.705,-70.819,-37.5,-0.347,0.000533,
2.71,-70.8196,-37.5,-6.018,-0.0016,
2.715,-70.8178,-37.5,2.435,0,
2.72,-70.819,-37.5,2.829,0.000533,
2.725,-70.816,-37.5,4.359,0.004355,
2.73,-70.8178,-37.5,-1.691,0.002222,
2.735,-70.8203,-37.5,1.004,0,
2.74,-70.8209,-37.5,0.681,-0.000533,
2.745,-70.8209,-37.4,-0.951,-0.000533,
2.75,-70.8209,-37.5,-5.767,-0.003822,
2.755,-70.8203,-37.5,-0.299,0,
2.76,-70.8215,-37.5,0.016,-0.001066,
2.765,-70.8209,-37.5,-1.221,-0.001688,
2.77,-70.8203,-37.5,1.716,0.000533,
2.775,-70.8203,-37.5,1.815,0,
2.78,-70.8209,-37.5,-0.832,-0.001155,
2.785,-70.8209,-37.5,-6.905,-0.001688,
2.79,-70.8215,-37.5,0.372,0,
2.795,-70.8203,-37.5,0.367,0.000533,
2.8,-70.8172,-37.3,5.531,0.004355,
2.805,-70.8056,-36.7,4.772,-0.002133,
2.81,-70.7726,-34.7,2.579,0.010933,
2.815,-70.7067,-30,1.086,0.017955,
2.82,-70.603,-24.3,2.679,0.024355,
2.825,-70.4827,-19.1,-1.952,0.023377,
2.83,-70.3247,-15,0.12,0.032533,
2.835,-70.0897,-13.4,8.999,0.057511,
2.84,-69.7314,-12.4,7.06,0.0792,
2.845,-69.2132,-11.4,9.963,0.116088,
2.85,-68.5699,-10.7,5.595,0.135644,
2.855,-67.8588,-9.8,-0.373,0.144888,
2.86,-67.124,-8.9,-9.344,0.146488,
2.865,-66.4251,-7.8,1.397,0.1384,
2.87,-65.8044,-7,-4.358,0.116622,
2.875,-65.3045,-6.3,-5.901,0.089511,
2.88,-64.9163,-6.3,-1.081,0.071111,
2.885,-64.6429,-6.6,-5.299,0.0472,
2.89,-64.4757,-6.7,-2.132,0.025955,
2.895,-64.4042,-6.7,-3.515,0.007111,
2.9,-64.4103,-6.4,2.291,-0.002133,
2.905,-64.4079,-6.4,-3.571,-0.002666,
2.91,-64.4067,-6.5,1.607,0,
2.915,-64.4061,-6.4,-0.617,-0.001688,
2.92,-64.4067,-6.4,1.284,0,
2.925,-64.4079,-6.5,-2.354,-0.001066,
2.93,-64.4073,-6.4,-0.575,-0.000533,
2.935,-64.4079,-6.4,-0.488,-0.0016,
2.94,-64.4079,-6.4,0.442,0.000533,
2.945,-64.4085,-6.4,-1.44,-0.000533,
2.95,-64.4067,-6.4,-0.028,0,
2.955,-64.4073,-6.5,0.479,-0.000533,
2.96,-64.4061,-6.5,1.409,0.001066,
2.965,-64.403,-6.5,1.525,0.005422,
2.97,-64.4073,-6.5,-0.308,-0.000533,
2.975,-64.4061,-6.5,2.564,0.0016,
2.98,-64.4079,-6.5,0.186,-0.001066,
2.985,-64.4067,-6.5,0.156,-0.000533,
2.99,-64.4067,-6.5,-0.37,-0.000533,
2.995,-64.4067,-6.5,-0.83,0,
3,-64.4067,-6.5,2.405,0,
3.005,-64.4067,-6.4,0.025,0,
3.01,-64.4061,-6.5,0.473,0.001066,
3.015,-64.4067,-6.5,-0.318,-0.001066,
3.02,-64.4079,-6.5,-0.604,-0.003822,
3.025,-64.4085,-6.4,0.322,-0.001066,
3.03,-64.4073,-6.4,-0.088,-0.000533,
3.035,-64.4067,-6.5,0.027,0,
3.04,-64.4067,-6.5,1.204,0.0016,
3.045,-64.4085,-6.4,-1.769,-0.0016,
3.05,-64.4067,-6.5,-0.324,0,
3.055,-64.4067,-6.5,1.97,0.0016,
3.06,-64.4067,-6.5,-0.596,0,
3.065,-64.4055,-6.5,2.196,0.002133,
3.07,-64.4061,-6.5,1.728,0.002666,
3.075,-64.4091,-6.5,0.048,-0.000533,
3.08,-64.4091,-6.5,-3.058,-0.0032,
3.085,-64.4055,-6.4,0.672,0.001066,
3.09,-64.4073,-6.5,0.762,-0.0016,
3.095,-64.4067,-6.5,0.621,0,
3.1,-64.4061,-6.5,0.642,0,
3.105,-64.4067,-6.5,0.509,0,
3.11,-64.4067,-6.4,-1.338,0,
3.115,-64.4067,-6.5,-2.356,-0.001066,
3.12,-64.4061,-6.4,-0.143,0.001066,
3.125,-64.4061,-6.4,0.512,0,
3.13,-64.4055,-6.5,0.297,0.000533,
3.135,-64.4067,-6.5,-0.7,0,
3.14,-64.4067,-6.4,-0.282,0,
3.145,-64.4067,-6.4,0.53,0.000533,
3.15,-64.4061,-6.4,0.723,0.000533,
3.155,-64.4073,-6.4,0.946,0.000533,
3.16,-64.4067,-6.5,-2.256,-0.001066,
3.165,-64.4073,-6.5,0.03,-0.000533,
3.17,-64.4073,-6.4,0.159,-0.000533,
3.175,-64.4073,-6.5,1.149,-0.001066,
3.18,-64.4067,-6.5,-0.857,0,
3.185,-64.4061,-6.4,-2.783,0,
3.19,-64.4073,-6.5,1.076,0.000533,
3.195,-64.4067,-6.5,0.882,0.001066,
3.2,-64.4067,-6.4,2.35,0.000533,
3.205,-64.4067,-6.4,0.742,0,
3.21,-64.4067,-6.5,-0.57,0,
3.215,-64.4061,-6.5,-0.583,0.001066,
3.22,-64.4067,-6.4,-0.629,-0.001066,
3.225,-64.4085,-6.4,-2.528,-0.002666,
3.23,-64.4061,-6.4,-0.367,0,
3.235,-64.4073,-6.4,-0.71,0,
3.24,-64.4067,-6.4,1.126,0.000533,
3.245,-64.4049,-6.4,-0.015,0.001066,
3.25,-64.4067,-6.5,-0.15,0,
3.255,-64.4067,-6.4,0.771,0.001066,
3.26,-64.4061,-6.4,0.682,0.001066,
3.265,-64.4061,-6.5,0.932,-0.000533,
3.27,-64.4067,-6.4,-0.517,0,
3.275,-64.4067,-6.5,-3.285,0,
3.28,-64.4079,-6.5,1.826,-0.000533,
3.285,-64.4067,-6.4,0.965,0.000533,
3.29,-64.4042,-6.5,1.494,0.002222,
3.295,-64.4067,-6.4,0.116,0,
3.3,-64.4061,-6.4,-1.154,0.000533,
3.305,-64.4067,-6.5,0.123,-0.001066,
3.31,-64.4061,-6.5,-0.412,0.001066,
3.315,-64.4067,-6.4,0.295,-0.001066,
3.32,-64.4085,-6.4,1.287,-0.001066,
3.325,-64.4067,-6.4,-0.009,0,
3.33,-64.4055,-6.4,1.07,0.001066,
3.335,-64.4085,-6.5,1.647,-0.001066,
3.34,-64.4067,-6.5,-1.268,-0.000533,
3.345,-64.4067,-6.4,0.32,-0.000533,
3.35,-64.4073,-6.4,1.341,0.001066,
3.355,-64.4067,-6.5,-0.012,0,
3.36,-64.4061,-6.4,0.075,0.0016,
3.365,-64.4061,-6.5,1.004,0.000533,
3.37,-64.4067,-6.4,2.735,0.002666,
3.375,-64.4073,-6.4,-0.204,0,
3.38,-64.4067,-6.5,0.577,0,
3.385,-64.4085,-6.5,-1.11,-0.002133,
3.39,-64.4067,-6.5,0.218,0.000533,
3.395,-64.4049,-6.5,1.147,0.0016,
3.4,-64.411,-6.5,-3.489,-0.002755,
3.405,-64.4274,-6.5,-4.187,-0.003733,
3.41,-64.4885,-6.7,-6.161,-0.020622,
3.415,-64.6417,-6.7,-0.197,-0.038577,
3.42,-64.8937,-6.9,-5.478,-0.054755,
3.425,-65.2618,-7.2,-1.869,-0.0792,
3.43,-65.7281,-7.4,-4.728,-0.100888,
3.435,-66.2872,-7.1,-0.117,-0.117777,
3.44,-66.8994,-7.4,0.218,-0.122133,
3.445,-67.5384,-8.3,1.067,-0.127999,
3.45,-68.1829,-9.5,-0.685,-0.130755,
3.455,-68.8122,-10.9,0.2,-0.122044,
3.46,-69.414,-12.3,1.197,-0.115022,
3.465,-69.9713,-13.6,3.418,-0.106399,
3.47,-70.4663,-22.3,2.43,-0.091733,
3.475,-70.7244,-34.7,12.993,-0.023288,
3.48,-70.7257,-34,1.344,0.006488,
3.485,-70.7141,-32.7,-3.42,-0.002755,
3.49,-70.7257,-33.4,1.606,-0.000622,
3.495,-70.7421,-34.8,0.736,0,
3.5,-70.7452,-35.5,-2.128,0.001066,
3.505,-70.7653,-36.8,1.876,-0.005422,
3.51,-70.7952,-38.4,3.186,-0.006488,
3.515,-70.7989,-38.6,3.691,-0.002755,
3.52,-70.7989,-38.3,-1.941,0.000533,
3.525,-70.7995,-37.9,-1.994,-0.002133,
3.53,-70.8007,-37.5,1.796,-0.000533,
3.535,-70.8007,-37.5,-3.501,-0.004355,
3.54,-70.8007,-37.7,5.405,0,
3.545,-70.8013,-38,-1.052,-0.003733,
3.55,-70.7971,-37.9,5.743,0.004888,
3.555,-70.7958,-37.6,-1.421,0.000622,
3.56,-70.8062,-37.4,-2.659,-0.003822,
3.565,-70.8056,-37.3,1.108,-0.002666,
3.57,-70.8062,-37.5,-3.137,-0.0032,
3.575,-70.8068,-37.6,1.286,0,
3.58,-70.8044,-37.5,-2.885,-0.001066,
3.585,-70.8068,-37.4,2.562,-0.0032,
3.59,-70.8019,-37.3,0.107,0.003288,
3.595,-70.8068,-37.5,-2.991,-0.000533,
3.6,-70.8038,-37.6,0.186,0.002666,
3.605,-70.8068,-37.6,0.592,0,
3.61,-70.8068,-37.6,1.902,-0.001066,
3.615,-70.8074,-37.5,0.006,-0.0016,
3.62,-70.8068,-37.5,-0.266,0,
3.625,-70.8068,-37.4,-0.122,0,
3.63,-70.8068,-37.4,-0.176,-0.000533,
3.635,-70.8068,-37.5,-0.374,0.000533,
3.64,-70.8105,-37.6,-4.362,-0.003288,
3.645,-70.8068,-37.6,-3.917,-0.000533,
3.65,-70.8081,-37.6,-1.247,-0.000622,
3.655,-70.8074,-37.5,0.671,0.004888,
3.66,-70.8081,-37.5,-2.062,0,
3.665,-70.8087,-37.5,-1.843,0,
3.67,-70.8135,-37.6,-2.144,-0.005422,
3.675,-70.8093,-37.6,-2.304,-0.001066,
3.68,-70.8105,-37.6,4.796,0.002666,
3.685,-70.8135,-37.6,2.944,-0.000533,
3.69,-70.816,-37.6,1.35,-0.002222,
3.695,-70.8129,-37.5,2.564,0.001688,
3.7,-70.8117,-37.5,2.894,0.003822,
3.705,-70.8148,-37.6,1.562,-0.000533,
3.71,-70.8135,-37.6,0.792,0,
3.715,-70.8135,-37.7,-2.409,0.000622,
3.72,-70.8148,-37.6,1.351,-0.001155,
3.725,-70.8148,-37.6,0.701,-0.000533,
3.73,-70.8142,-37.6,0.309,0.002666,
3.735,-70.8166,-37.6,-3.49,-0.003288,
3.74,-70.8178,-37.6,1.29,0.001066,
3.745,-70.8142,-37.7,2.394,0.0048,
3.75,-70.8166,-37.6,-1.59,-0.002755,
3.755,-70.8142,-37.6,-3.625,0.002133,
3.76,-70.8184,-37.6,-1.798,0,
3.765,-70.8196,-37.5,0.535,0.000622,
3.77,-70.8148,-37.5,4.281,0.000533,
3.775,-70.8196,-37.5,-0.402,-0.004266,
3.78,-70.8196,-37.6,-5.346,-0.004266,
3.785,-70.816,-37.7,-1.943,-0.001066,
3.79,-70.8172,-37.7,3.352,0,
3.795,-70.8196,-37.7,-0.294,0.000622,
3.8,-70.8184,-37.6,2.809,-0.001066,
3.805,-70.8178,-37.5,0.447,0.002755,
3.81,-70.8184,-37.7,1.005,0.000533,
3.815,-70.8203,-37.7,0.446,0,
3.82,-70.8196,-37.6,-3.486,-0.0032,
3.825,-70.8203,-37.6,-0.958,0,
3.83,-70.8172,-37.5,0.809,0.0016,
3.835,-70.8196,-37.6,0.548,0.001155,
3.84,-70.8209,-37.6,2.669,0,
3.845,-70.8209,-37.6,-4.341,-0.004355,
3.85,-70.8209,-37.6,1.88,-0.000533,
3.855,-70.8184,-37.7,0.965,-0.001066,
3.86,-70.8203,-37.6,0.066,0.000533,
3.865,-70.8209,-37.6,-1.451,-0.002222,
3.87,-70.8178,-37.6,1.329,0.002222,
3.875,-70.819,-37.6,0.213,0.001155,
3.88,-70.819,-37.6,0.921,0.001155,
3.885,-70.8209,-37.6,0.809,-0.001155,
3.89,-70.8203,-37.6,1.024,0.000533,
3.895,-70.8203,-37.6,0.729,0.000533,
3.9,-70.8215,-37.6,-0.637,-0.001066,
3.905,-70.8209,-37.5,0.134,-0.000533,
3.91,-70.8209,-37.6,-0.178,0,
3.915,-70.8203,-37.6,-0.055,0.000533,
3.92,-70.8178,-37.6,-0.036,0.003288,
3.925,-70.8209,-37.6,-1.152,0,
3.93,-70.8203,-37.7,1.144,0.000533,
3.935,-70.8203,-37.6,-1.227,0.000533,
3.94,-70.819,-37.6,0.909,0.001688,
3.945,-70.8215,-37.6,-0.233,-0.000533,
3.95,-70.8203,-37.6,-0.205,0,
3.955,-70.819,-37.6,-1.871,0.001688,
3.96,-70.8209,-37.6,-0.683,-0.000533,
3.965,-70.8203,-37.7,-1.007,0,
3.97,-70.8203,-37.6,0.226,0.000533,
3.975,-70.8209,-37.6,-0.3,0,
3.98,-70.8209,-37.6,0.207,0,
3.985,-70.8203,-37.7,-1.708,-0.001688,
3.99,-70.8203,-37.6,-0.113,0.000533,
3.995,-70.8203,-37.7,1.195,0.000533,
4,-70.8154,-37.4,3.848,0.004355,
4.005,-70.8032,-36.9,2.967,0.004888,
4.01,-70.7751,-35,4.98,0.011911,
4.015,-70.711,-30.1,5.072,0.016266,
4.02,-70.6079,-24.5,0.049,0.021155,
4.025,-70.4858,-19.3,-1.779,0.026044,
4.03,-70.3265,-15.2,0.721,0.034666,
4.035,-70.0952,-13.6,7.077,0.054222,
4.04,-69.7314,-12.5,7.407,0.085155,
4.045,-69.2169,-11.7,7.818,0.115022,
4.05,-68.5754,-10.9,4.986,0.135644,
4.055,-67.8613,-10,2.332,0.147555,
4.06,-67.1282,-9,-0.033,0.147644,
4.065,-66.4288,-8,-3.251,0.135644,
4.07,-65.8093,-7.2,-5.317,0.115022,
4.075,-65.3051,-6.4,-3.3,0.0928,
4.08,-64.9182,-6.3,-3.072,0.067822,
4.085,-64.6423,-6.6,-2.995,0.047733,
4.09,-64.4793,-6.7,-5.945,0.023377,
4.095,-64.403,-6.7,-2.083,0.011377,
4.1,-64.4122,-6.6,7.386,0.0016,
4.105,-64.4097,-6.5,-0.353,0,
4.11,-64.4073,-6.5,-5.293,-0.002133,
4.115,-64.4079,-6.5,4.063,0.004355,
4.12,-64.4061,-6.4,-0.426,0.001066,
4.125,-64.4085,-6.4,0.124,0.003288,
4.13,-64.4079,-6.4,-1.529,0,
4.135,-64.4067,-6.5,1.234,0.003822,
4.14,-64.4073,-6.5,1.313,0.003288,
4.145,-64.4067,-6.5,0.501,0.002666,
4.15,-64.4073,-6.5,-0.13,0,
4.155,-64.4097,-6.4,2.095,0.000533,
4.16,-64.4097,-6.5,-0.616,-0.002666,
4.165,-64.4073,-6.4,-0.062,-0.000533,
4.17,-64.4085,-6.5,0.326,-0.001066,
4.175,-64.4073,-6.4,-2.555,0,
4.18,-64.4073,-6.5,-0.612,-0.000533,
4.185,-64.4067,-6.5,-2.7,0,
4.19,-64.4067,-6.5,-0.2,0.0016,
4.195,-64.4067,-6.5,0.869,0.0016,
4.2,-64.4073,-6.5,1.585,0.003288,
4.205,-64.4073,-6.5,-2.403,-0.0016,
4.21,-64.4067,-6.4,-2.64,0,
4.215,-64.4079,-6.5,-2.072,-0.000533,
4.22,-64.4073,-6.4,0.524,0,
4.225,-64.4073,-6.5,-1.632,0,
4.23,-64.4079,-6.5,1.825,0.002755,
4.235,-64.4067,-6.4,1.678,0.004355,
4.24,-64.4067,-6.4,4.75,0,
4.245,-64.4067,-6.5,1.323,0,
4.25,-64.4073,-6.4,0.15,0,
4.255,-64.4073,-6.5,-1.545,0.000533,
4.26,-64.4073,-6.5,-1.044,0,
4.265,-64.4067,-6.4,0.247,0.001066,
4.27,-64.4079,-6.5,0.218,0.002133,
4.275,-64.4079,-6.5,-0.905,0,
4.28,-64.4061,-6.5,-1.34,0.0016,
4.285,-64.4073,-6.5,0.229,0.001066,
4.29,-64.4067,-6.5,-2.077,0,
4.295,-64.4067,-6.5,-2.586,0.000533,
4.3,-64.4061,-6.4,-1.24,0.001066,
4.305,-64.4073,-6.4,-0.939,-0.000533,
4.31,-64.4073,-6.5,-2.109,0,
4.315,-64.4073,-6.4,-3.28,0,
4.32,-64.4091,-6.4,2.935,0.002755,
4.325,-64.4073,-6.4,-1.656,-0.001066,
4.33,-64.4091,-6.5,-3.023,-0.001066,
4.335,-64.4073,-6.4,1.104,0.0016,
4.34,-64.4097,-6.5,-1.568,0.000533,
4.345,-64.411,-6.5,-1.482,-0.003288,
4.35,-64.4073,-6.4,1.815,0.001066,
4.355,-64.4085,-6.5,-3.508,-0.002133,
4.36,-64.4067,-6.5,1.108,0.002133,
4.365,-64.411,-6.4,-1.826,-0.002755,
4.37,-64.4085,-6.5,-1.987,-0.0016,
4.375,-64.414,-6.4,-1.63,-0.005422,
4.38,-64.4091,-6.5,-1.786,-0.0016,
4.385,-64.4073,-6.4,0.124,0,
4.39,-64.4067,-6.5,0.564,0.002133,
4.395,-64.4067,-6.4,-0.281,0.000533,
4.4,-64.4079,-6.5,1.142,0.000533,
4.405,-64.4079,-6.5,-1.015,-0.001066,
4.41,-64.411,-6.4,-1.112,-0.002222,
4.415,-64.4073,-6.5,0.758,0,
4.42,-64.4079,-6.4,-0.6,0.000533,
4.425,-64.4079,-6.5,-1.878,-0.000533,
4.43,-64.4079,-6.5,1.099,0,
4.435,-64.4091,-6.4,-2.759,-0.001066,
4.44,-64.4079,-6.5,1.288,0,
4.445,-64.4085,-6.5,1.079,0,
4.45,-64.4079,-6.5,0.895,0,
4.455,-64.4091,-6.4,-2.441,-0.0016,
4.46,-64.4079,-6.5,-0.309,-0.000533,
4.465,-64.411,-6.4,-1.003,-0.002755,
4.47,-64.4085,-6.5,3.795,-0.0016,
4.475,-64.4091,-6.5,3.102,0.001066,
4.48,-64.4085,-6.4,2.322,0.000533,
4.485,-64.4091,-6.4,3.84,0.002755,
4.49,-64.4122,-6.4,2.421,-0.003822,
4.495,-64.4116,-6.5,-1.158,-0.003822,
4.5,-64.4091,-6.5,-4.456,-0.002133,
4.505,-64.4073,-6.4,1.639,0.001066,
4.51,-64.4103,-6.4,-1.046,-0.0032,
4.515,-64.4085,-6.4,2.606,0.001066,
4.52,-64.4067,-6.5,-2.547,0.002133,
4.525,-64.4073,-6.5,1.514,0.002133,
4.53,-64.4079,-6.4,-0.426,0,
4.535,-64.4073,-6.5,0.748,0.002666,
4.54,-64.4079,-6.4,-0.673,0.000533,
4.545,-64.4079,-6.5,1.019,0.000533,
4.55,-64.4073,-6.5,0.486,-0.000533,
4.555,-64.4073,-6.5,0.43,0.000533,
4.56,-64.4067,-6.5,-0.848,0.000533,
4.565,-64.4085,-6.5,1.417,-0.001066,
4.57,-64.4073,-6.5,-1.632,0,
4.575,-64.4103,-6.5,-2.881,-0.000533,
4.58,-64.4079,-6.5,-2.431,-0.000533,
4.585,-64.4073,-6.5,-1.156,-0.000533,
4.59,-64.4073,-6.5,-1.6,0,
4.595,-64.4085,-6.4,2.267,-0.001066,
4.6,-64.4103,-6.5,-1.846,-0.000533,
4.605,-64.4274,-6.6,-5.182,-0.004888,
4.61,-64.4854,-6.7,-2.809,-0.014666,
4.615,-64.6386,-6.8,-1.955,-0.036888,
4.62,-64.8974,-7,-2.791,-0.059111,
4.625,-65.2575,-7.2,-1.748,-0.076444,
4.63,-65.7232,-7.2,-2.977,-0.096533,
4.635,-66.286,-7.1,-4.268,-0.119911,
4.64,-66.9006,-7.6,-2.251,-0.126399,
4.645,-67.539,-8.5,-1.115,-0.126933,
4.65,-68.1823,-9.9,-0.454,-0.127466,
4.655,-68.8171,-11.2,1.414,-0.126933,
4.66,-69.4171,-12.6,3.625,-0.118311,
4.665,-69.9743,-14,1.874,-0.109599,
4.67,-70.4656,-22.5,3.113,-0.093777,
4.675,-70.7299,-34.9,13.573,-0.024977,
4.68,-70.7311,-34.3,3.753,0.004355,
4.685,-70.7134,-32.8,-1.475,0.000622,
4.69,-70.7287,-33.6,2.679,-0.0016,
4.695,-70.7452,-35,2.612,-0.001066,
4.7,-70.7525,-35.7,-1.215,-0.004888,
4.705,-70.7659,-37,-1.431,-0.005422,
4.71,-70.7946,-38.6,1.458,-0.004888,
4.715,-70.8007,-38.9,1.666,-0.002133,
4.72,-70.8038,-38.5,-0.336,-0.000533,
4.725,-70.7977,-38,3.497,0.002133,
4.73,-70.8001,-37.8,4.961,0.002222,
4.735,-70.8032,-37.7,-1.114,0.000533,
4.74,-70.8019,-38,-3.59,-0.001066,
4.745,-70.8007,-38.2,1.091,0.000533,
4.75,-70.8019,-38.2,2.251,0.003288,
4.755,-70.8001,-37.9,0.354,0.003288,
4.76,-70.8044,-37.7,-0.259,-0.0016,
4.765,-70.8038,-37.6,1.888,0.002666,
4.77,-70.8062,-37.7,0.034,-0.000533,
4.775,-70.8038,-37.7,0.978,0.000533,
4.78,-70.8044,-37.7,4.377,0.002666,
4.785,-70.8068,-37.5,3.362,-0.001066,
4.79,-70.8019,-37.5,1.334,0.004355,
4.795,-70.8062,-37.6,-0.137,0.000533,
4.8,-70.8062,-37.7,-1.301,0.000533,
4.805,-70.8068,-37.8,1.415,0,
4.81,-70.8068,-37.7,-0.187,0,
4.815,-70.8062,-37.7,1.44,0.000533,
4.82,-70.8117,-37.6,-2.331,-0.004888,
4.825,-70.8068,-37.5,2.356,0.005955,
4.83,-70.8074,-37.6,0.012,-0.000533,
4.835,-70.8129,-37.7,1.547,-0.003733,
4.84,-70.8074,-37.6,4.845,0.004888,
4.845,-70.8068,-37.7,-0.272,0.001155,
4.85,-70.8142,-37.7,1.414,-0.001688,
4.855,-70.8123,-37.6,1.476,-0.002666,
4.86,-70.8129,-37.6,-0.288,-0.001066,
4.865,-70.8123,-37.6,-2.281,-0.001066,
4.87,-70.8117,-37.7,-1.549,0.000533,
4.875,-70.8129,-37.8,0.4,0.001155,
4.88,-70.8142,-37.8,-0.532,0,
4.885,-70.8135,-37.7,-1.037,-0.000533,
4.89,-70.8166,-37.7,1.956,-0.001066,
4.895,-70.8135,-37.6,2.373,0.000622,
4.9,-70.8184,-37.6,-1.708,-0.003733,
4.905,-70.8172,-37.7,-1.032,0.0016,
4.91,-70.8172,-37.8,2.079,0.001066,
4.915,-70.8135,-37.8,1.891,0.003288,
4.92,-70.8166,-37.8,-0.511,0.0016,
4.925,-70.8184,-37.8,-0.655,-0.0016,
4.93,-70.8184,-37.8,-0.687,-0.001066,
4.935,-70.819,-37.8,0.927,-0.004266,
4.94,-70.8184,-37.8,0.096,0,
4.945,-70.8178,-37.8,-0.571,-0.000533,
4.95,-70.819,-37.8,-0.571,-0.000533,
4.955,-70.8184,-37.8,1.608,0.000533,
4.96,-70.8209,-37.8,0.144,-0.002222,
4.965,-70.8172,-37.8,-4.055,-0.000533,
4.97,-70.8203,-37.7,0.929,-0.000622,
4.975,-70.8196,-37.7,-0.346,-0.000533,
4.98,-70.8196,-37.7,0.624,0.000622,
4.985,-70.8154,-37.8,2.926,0.004355,
4.99,-70.8196,-37.8,0.356,0.000622,
4.995,-70.8184,-37.8,0.609,0.002222,
5,-70.8209,-37.8,-0.323,-0.001688,
5.005,-70.8203,-37.8,-0.973,-0.002755,
5.01,-70.8203,-37.7,1.747,0.000533,
5.015,-70.8203,-37.8,0.716,0,
5.02,-70.8209,-37.7,-1.392,-0.002222,
5.025,-70.819,-37.7,-0.308,0.001155,
5.03,-70.8196,-37.7,-0.246,0.000622,
5.035,-70.8184,-37.7,0.668,0.001066,
5.04,-70.8203,-37.7,-2.036,-0.002222,
5.045,-70.8209,-37.7,0.156,-0.000533,
5.05,-70.8203,-37.7,1.145,0,
5.055,-70.8196,-37.7,1.518,0.001688,
5.06,-70.8209,-37.7,-0.704,-0.000533,
5.065,-70.8203,-37.7,0.326,-0.001688,
5.07,-70.8203,-37.7,-0.403,0,
5.075,-70.8203,-37.7,1.03,0,
5.08,-70.8209,-37.7,0.287,0,
5.085,-70.8209,-37.8,-0.133,-0.000533,
5.09,-70.8209,-37.7,1.255,0,
5.095,-70.8203,-37.7,0.163,0.000533,
5.1,-70.8203,-37.7,1.135,0.001066,
5.105,-70.8203,-37.7,0.243,-0.000622,
5.11,-70.8215,-37.7,0.329,-0.000533,
5.115,-70.8196,-37.7,0.205,0.001155,
5.12,-70.8203,-37.7,-0.72,0,
5.125,-70.8203,-37.7,-0.176,0.000533,
5.13,-70.8227,-37.8,0.772,-0.0016,
5.135,-70.819,-37.7,0.223,0.001688,
5.14,-70.8233,-37.7,-0.881,-0.002666,
5.145,-70.8178,-37.7,0.764,0.002755,
5.15,-70.8221,-37.7,0.668,0,
5.155,-70.8196,-37.7,0.017,0.001155,
5.16,-70.8203,-37.8,0.767,0.000533,
5.165,-70.8196,-37.8,1.032,0.001688,
5.17,-70.8196,-37.8,-0.06,0.001688,
5.175,-70.8215,-37.7,0.567,-0.000533,
5.18,-70.8203,-37.7,0.349,0.000533,
5.185,-70.8209,-37.8,-0.25,0,
5.19,-70.8209,-37.7,0.538,0.002133,
5.195,-70.8239,-37.7,2.423,-0.000533,
5.2,-70.8178,-37.5,3.279,0.002755,
5.205,-70.8032,-36.9,0.286,0.005422,
5.21,-70.7824,-35.1,0.176,0.005422,
5.215,-70.7122,-30.3,0.86,0.014133,
5.22,-70.606,-24.7,-0.524,0.022844,
5.225,-70.4882,-19.4,-4.726,0.021155,
5.23,-70.3289,-15.3,1.393,0.033688,
5.235,-70.0952,-13.7,7.377,0.056355,
5.24,-69.7351,-12.7,5.868,0.086222,
5.245,-69.2205,-11.8,4.632,0.113422,
5.25,-68.5772,-11.1,3.661,0.135644,
5.255,-67.8668,-10.1,-1.983,0.143733,
5.26,-67.1313,-9.1,-0.001,0.144266,
5.265,-66.4318,-8.1,-2.876,0.135644,
5.27,-65.8105,-7.3,-7.479,0.115022,
5.275,-65.3051,-6.5,-5.26,0.091733,
5.28,-64.9157,-6.2,-6.382,0.068888,
5.285,-64.6447,-6.5,-4.388,0.046666,
5.29,-64.4811,-6.7,-3.227,0.028266,
5.295,-64.4085,-6.8,-5.603,0.010844,
5.3,-64.4128,-6.6,9.191,0.0032,
5.305,-64.4122,-6.6,1.922,0,
5.31,-64.4085,-6.6,3.41,0.007644,
5.315,-64.4122,-6.5,1.271,0.002133,
5.32,-64.4122,-6.5,0.846,-0.001066,
5.325,-64.4134,-6.5,-2.292,-0.002133,
5.33,-64.4158,-6.5,-3.479,-0.002133,
5.335,-64.4097,-6.4,6.262,0.005955,
5.34,-64.4146,-6.5,0.514,-0.001066,
5.345,-64.4128,-6.5,-0.867,-0.000533,
5.35,-64.4177,-6.5,-5.023,-0.004888,
5.355,-64.414,-6.4,3.245,0.0016,
5.36,-64.4158,-6.5,-1.472,-0.007555,
5.365,-64.4122,-6.5,8.157,0.004355,
5.37,-64.4097,-6.5,11.093,0.007644,
5.375,-64.4134,-6.4,-7.8,-0.005955,
5.38,-64.4164,-6.5,-3.959,-0.0048,
5.385,-64.4134,-6.4,-1.309,0.003288,
5.39,-64.4128,-6.4,0.129,0,
5.395,-64.4134,-6.5,-0.493,0.002666,
5.4,-64.4122,-6.5,-2.402,0,
5.405,-64.414,-6.5,2.12,0.0016,
5.41,-64.4122,-6.5,-0.177,-0.001066,
5.415,-64.4122,-6.4,0.392,0.000533,
5.42,-64.4134,-6.5,-0.55,-0.000533,
5.425,-64.414,-6.5,3.135,0.002133,
5.43,-64.414,-6.4,0.909,0.0016,
5.435,-64.4116,-6.5,1.223,0.003733,
5.44,-64.4122,-6.5,4.168,0.004355,
5.445,-64.411,-6.5,0.557,0.002133,
