Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
2.665,-64.4042,-6.4,-2.495,-0.003822,
2.67,-64.4017,-6.4,2.908,0.003288,
2.675,-64.3974,-6.5,4.05,0.001155,
2.68,-64.4023,-6.4,-0.089,-0.002133,
2.685,-64.4023,-6.4,-0.555,-0.0016,
2.69,-64.4023,-6.4,-0.504,-0.005422,
2.695,-64.3987,-6.5,-2.144,0.001066,
2.7,-64.3987,-6.5,1.579,0.002133,
2.705,-64.4035,-6.4,-0.575,-0.004266,
2.71,-64.4023,-6.4,-2.215,-0.002666,
2.715,-64.4035,-6.4,-1.486,-0.0032,
2.72,-64.4023,-6.4,2.475,-0.001066,
2.725,-64.4011,-6.4,0.526,-0.001066,
2.73,-64.3974,-6.4,-0.015,0.002222,
2.735,-64.3987,-6.4,2.454,-0.001155,
2.74,-64.3993,-6.4,2.049,0.002133,
2.745,-64.3999,-6.5,-3.048,0.001066,
2.75,-64.3999,-6.4,3.368,0,
2.755,-64.4029,-6.4,-4.93,-0.002133,
2.76,-64.3999,-6.4,-0.246,0.0016,
2.765,-64.4042,-6.4,2.776,-0.001688,
2.77,-64.4023,-6.5,1.981,0,
2.775,-64.4011,-6.4,4.316,-0.003288,
2.78,-64.4017,-6.5,-0.071,0,
2.785,-64.3999,-6.4,1.564,0.001066,
2.79,-64.4011,-6.5,0.253,-0.001066,
2.795,-64.4023,-6.5,2.396,0.000533,
2.8,-64.4023,-6.5,3.583,0,
2.805,-64.4017,-6.5,-0.401,0,
2.81,-64.4011,-6.4,-1.131,-0.001066,
2.815,-64.3999,-6.5,-1.818,-0.002222,
2.82,-64.3993,-6.4,3.022,0.000533,
2.825,-64.4005,-6.4,1.255,0.002133,
2.83,-64.3968,-6.4,2.297,0.003288,
2.835,-64.4017,-6.5,-3.125,-0.002666,
2.84,-64.4017,-6.5,-3.859,-0.002133,
2.845,-64.3999,-6.5,1.414,0,
2.85,-64.4011,-6.5,1.133,0.003822,
2.855,-64.3999,-6.4,-0.954,0.0016,
2.86,-64.3999,-6.4,0.28,0.001066,
2.865,-64.3999,-6.4,0.736,0,
2.87,-64.3987,-6.4,0.846,0.002133,
2.875,-64.4011,-6.4,-0.277,-0.001066,
2.88,-64.4005,-6.4,0.354,0.002666,
2.885,-64.4023,-6.4,3.319,0.001066,
2.89,-64.4005,-6.4,0.043,-0.000533,
2.895,-64.3999,-6.4,-4.353,-0.000533,
2.9,-64.4011,-6.4,-0.148,0,
2.905,-64.3993,-6.5,1.689,0.0016,
2.91,-64.4042,-6.4,0.239,-0.003822,
2.915,-64.3987,-6.4,-0.768,-0.001155,
2.92,-64.4023,-6.5,0.123,-0.002133,
2.925,-64.4005,-6.4,1.003,-0.000533,
2.93,-64.4054,-6.5,-2.379,-0.004888,
2.935,-64.4011,-6.5,-0.009,-0.001066,
2.94,-64.4023,-6.4,3.203,0.001688,
2.945,-64.4029,-6.5,3.868,-0.002133,
2.95,-64.4011,-6.5,-1.791,-0.002133,
2.955,-64.4017,-6.4,2.99,-0.000533,
2.96,-64.4011,-6.5,1.26,-0.000533,
2.965,-64.3999,-6.5,-0.341,0.002133,
2.97,-64.4005,-6.4,0.872,0.000533,
2.975,-64.4035,-6.4,1.854,-0.000533,
2.98,-64.4011,-6.5,-0.742,-0.000533,
2.985,-64.4005,-6.4,3.392,0.004355,
2.99,-64.4035,-6.5,-2.979,-0.0032,
2.995,-64.3999,-6.4,1.715,-0.001066,
3,-64.4011,-6.5,1.037,0.0016,
3.005,-64.3999,-6.4,-0.167,0,
3.01,-64.4005,-6.4,1.429,0.002666,
3.015,-64.4023,-6.4,-1.581,0,
3.02,-64.4005,-6.5,2.168,0.001066,
3.025,-64.4011,-6.5,1.084,0.0016,
3.03,-64.4023,-6.4,0.139,-0.005422,
3.035,-64.3999,-6.5,-0.534,0.0032,
3.04,-64.4005,-6.5,0.793,0.000533,
3.045,-64.3999,-6.5,2.092,0,
3.05,-64.4011,-6.5,0.016,-0.000533,
3.055,-64.3999,-6.4,4.235,0,
3.06,-64.3999,-6.5,3.435,0.002666,
3.065,-64.4011,-6.5,-0.901,0,
3.07,-64.4005,-6.5,-0.427,-0.000533,
3.075,-64.3999,-6.5,0.677,0.001066,
3.08,-64.3999,-6.5,-0.043,0,
3.085,-64.4005,-6.5,-3.465,-0.000533,
3.09,-64.4011,-6.4,-0.313,-0.002666,
3.095,-64.3999,-6.4,-0.693,-0.001066,
3.1,-64.4066,-6.5,-1.11,-0.005955,
3.105,-64.4206,-6.5,5.311,-0.006488,
3.11,-64.4743,-6.6,-0.964,-0.0168,
3.115,-64.619,-6.7,-0.481,-0.0336,
3.12,-64.8741,-6.7,-0.632,-0.057511,
3.125,-65.2403,-7,-1.344,-0.079733,
3.13,-65.703,-7.3,-1.017,-0.097155,
3.135,-66.2499,-7.2,-2.946,-0.114488,
3.14,-66.8486,-7.3,0.282,-0.123111,
3.145,-67.4815,-7.9,-1.777,-0.129066,
3.15,-68.1175,-9,-1.001,-0.128533,
3.155,-68.7492,-10.3,1.573,-0.123111,
3.16,-69.3614,-11.8,0.898,-0.121511,
3.165,-69.9291,-13.2,2.119,-0.112888,
3.17,-70.4332,-21.6,6.667,-0.0928,
3.175,-70.7097,-34.3,17.691,-0.029866,
3.18,-70.7164,-34.1,1.23,0.004888,
3.185,-70.6975,-32.3,-1.71,-0.001066,
3.19,-70.7127,-33.3,1.271,-0.002666,
3.195,-70.7347,-34.9,-2.066,-0.004355,
3.2,-70.7341,-35.3,0.044,0.001066,
3.205,-70.725,-35.2,-0.341,0.003733,
3.21,-70.7121,-34.3,-0.731,0.002755,
3.215,-70.6615,-30.6,3.493,0.015199,
3.22,-70.5583,-24.6,0.002,0.024444,
3.225,-70.4283,-18.8,0.785,0.027111,
3.23,-70.2715,-14.5,4.738,0.034666,
3.235,-70.0554,-12.4,2.93,0.048266,
3.24,-69.7197,-11.4,4.244,0.076,
3.245,-69.2357,-10.5,5.571,0.111733,
3.25,-68.6241,-9.8,6.72,0.131822,
3.255,-67.9356,-8.9,1.909,0.139466,
3.26,-67.2063,-8.1,-1.189,0.145955,
3.265,-66.5038,-7.1,-1.819,0.137244,
3.27,-65.8623,-6.5,-2.427,0.122044,
3.275,-65.3368,-6.2,-3.997,0.098755,
3.28,-64.9266,-6.5,-5.661,0.073777,
3.285,-64.6452,-6.7,-3.764,0.048888,
3.29,-64.4762,-6.7,-4.766,0.023822,
3.295,-64.3993,-6.5,-6.766,0.009155,
3.3,-64.3974,-6.3,1.212,0.003822,
3.305,-64.3987,-6.4,0.434,0.002666,
3.31,-64.3999,-6.4,1.334,0.004355,
3.315,-64.4011,-6.4,0.497,-0.001066,
3.32,-64.4048,-6.4,-3.212,-0.004888,
3.325,-64.4017,-6.5,-0.716,0,
3.33,-64.3999,-6.4,-1.301,0,
3.335,-64.4029,-6.4,1.13,0.000533,
3.34,-64.3987,-6.4,4.09,0.004888,
3.345,-64.4011,-6.4,-0.209,-0.002133,
3.35,-64.3993,-6.4,2.36,0.0016,
3.355,-64.4029,-6.4,-10.189,-0.002666,
3.36,-64.3938,-6.5,11.163,0.010311,
3.365,-64.4011,-6.4,-0.022,-0.002133,
3.37,-64.4011,-6.5,-1.218,-0.001066,
3.375,-64.3999,-6.4,-3.924,0,
3.38,-64.3999,-6.5,-0.147,0,
3.385,-64.3999,-6.5,-0.315,0.002666,
3.39,-64.3999,-6.5,1.602,0.0032,
3.395,-64.3999,-6.4,-0.508,0.0032,
3.4,-64.4035,-6.4,-0.424,-0.001066,
3.405,-64.4029,-6.4,-2.502,-0.0016,
3.41,-64.3999,-6.4,0.05,0.000533,
3.415,-64.3999,-6.5,1.439,0.000533,
3.42,-64.3999,-6.5,-0.435,0.002133,
3.425,-64.4011,-6.4,0.621,0,
3.43,-64.4029,-6.5,-3.31,-0.002666,
3.435,-64.3999,-6.4,-3.57,0.001066,
3.44,-64.4023,-6.4,0.636,0.000533,
3.445,-64.4048,-6.4,-6.979,-0.005422,
3.45,-64.3999,-6.4,-5.137,0.002133,
3.455,-64.4035,-6.4,0.402,-0.002666,
3.46,-64.3987,-6.5,-4.424,0.002133,
3.465,-64.4011,-6.5,2.3,-0.001066,
3.47,-64.4042,-6.4,-1.306,-0.002755,
3.475,-64.4023,-6.4,0.5,-0.0016,
3.48,-64.4023,-6.5,2.117,0,
3.485,-64.4023,-6.4,-2.199,-0.001066,
3.49,-64.4054,-6.5,-4.191,-0.005955,
3.495,-64.4023,-6.4,-2.965,-0.0032,
3.5,-64.4029,-6.5,-0.149,0.000533,
3.505,-64.4048,-6.5,-4.494,-0.004355,
3.51,-64.4023,-6.5,-0.087,-0.0016,
3.515,-64.4042,-6.4,-1.822,-0.002755,
3.52,-64.4035,-6.4,-1.906,-0.0032,
3.525,-64.3987,-6.4,-0.16,0.001066,
3.53,-64.4011,-6.4,1.861,0.000533,
3.535,-64.4005,-6.5,1.152,0,
3.54,-64.4005,-6.5,-4.172,-0.003822,
3.545,-64.4005,-6.5,3.182,0.002666,
3.55,-64.4011,-6.5,-2.174,-0.001066,
3.555,-64.4011,-6.4,-3.524,-0.000533,
3.56,-64.4023,-6.5,-1.927,-0.001066,
3.565,-64.4023,-6.5,-2.472,-0.002133,
3.57,-64.4042,-6.4,1.929,-0.001688,
3.575,-64.4023,-6.5,2.034,-0.001066,
3.58,-64.3999,-6.4,2.33,0.0032,
3.585,-64.3987,-6.4,-2.517,0,
3.59,-64.4011,-6.4,-0.981,-0.001066,
3.595,-64.4011,-6.4,-3.87,-0.001066,
3.6,-64.4005,-6.5,4.532,0.001066,
3.605,-64.4011,-6.5,-1.4,-0.001066,
3.61,-64.4011,-6.5,-2.648,-0.001066,
3.615,-64.4023,-6.4,-0.628,-0.000533,
3.62,-64.4011,-6.4,-1.868,-0.001066,
3.625,-64.3993,-6.4,1.013,0.000533,
3.63,-64.4035,-6.4,-0.912,-0.002133,
3.635,-64.4011,-6.5,-2.106,-0.000533,
3.64,-64.3999,-6.5,-0.401,0,
3.645,-64.4029,-6.4,-4.734,-0.003733,
3.65,-64.3999,-6.5,-0.188,0.001066,
3.655,-64.4011,-6.5,5.866,0.002755,
3.66,-64.4011,-6.5,-6.564,-0.002133,
3.665,-64.4035,-6.4,-1.407,-0.001066,
3.67,-64.4011,-6.5,5.397,0.001066,
3.675,-64.4023,-6.4,-0.678,0.001066,
3.68,-64.4023,-6.4,6.715,0,
3.685,-64.4035,-6.4,1.477,-0.002133,
3.69,-64.4023,-6.5,-0.872,-0.002133,
3.695,-64.3999,-6.5,2.642,-0.001066,
3.7,-64.4011,-6.4,2.676,-0.001066,
3.705,-64.4048,-6.4,-1.679,-0.004355,
3.71,-64.4011,-6.4,-2.301,-0.004355,
3.715,-64.4042,-6.5,4.319,-0.002755,
3.72,-64.4023,-6.4,4.272,0.000533,
3.725,-64.4023,-6.4,2.876,-0.002133,
3.73,-64.4023,-6.5,-1.242,-0.002133,
3.735,-64.4023,-6.5,0.886,-0.001066,
3.74,-64.4029,-6.5,-2.686,-0.000533,
3.745,-64.4011,-6.4,-3.763,-0.001066,
3.75,-64.4011,-6.4,0.58,-0.001066,
3.755,-64.4035,-6.5,2.05,0.001155,
3.76,-64.4029,-6.5,-0.564,-0.0016,
3.765,-64.4048,-6.4,0.684,-0.003288,
3.77,-64.4035,-6.4,0.649,-0.0032,
3.775,-64.3999,-6.5,-1.343,0,
3.78,-64.4011,-6.4,2.149,-0.001066,
3.785,-64.3987,-6.5,2.458,0.0016,
3.79,-64.4048,-6.4,0.608,-0.001688,
3.795,-64.4023,-6.5,1.722,0,
3.8,-64.4054,-6.5,-2.664,-0.004888,
3.805,-64.4231,-6.5,2.66,-0.004355,
3.81,-64.4731,-6.6,-5.618,-0.017333,
3.815,-64.6202,-6.7,-3.851,-0.039555,
3.82,-64.8729,-6.8,-1.977,-0.058044,
3.825,-65.2403,-7,-5.573,-0.083555,
3.83,-65.7018,-7.3,-4.16,-0.098222,
3.835,-66.2499,-7.2,-4.791,-0.116177,
3.84,-66.8535,-7.3,-1.906,-0.125866,
3.845,-67.4815,-7.9,-1.891,-0.127999,
3.85,-68.1194,-9.1,2.028,-0.129688,
3.855,-68.748,-10.5,-2.09,-0.123644,
3.86,-69.3578,-11.9,1.066,-0.117244,
3.865,-69.923,-13.3,3.06,-0.109599,
3.87,-70.432,-21.6,9.417,-0.0928,
3.875,-70.7073,-34.4,14.286,-0.030933,
3.88,-70.717,-34.2,0.685,0.005422,
3.885,-70.6987,-32.5,-1.947,0,
3.89,-70.7134,-33.4,-2.558,-0.003288,
3.895,-70.7353,-34.8,2.384,-0.004888,
3.9,-70.7329,-35.4,1.768,0.000533,
3.905,-70.7256,-35.2,5.503,0.002666,
3.91,-70.7091,-34.4,-1.372,0.006488,
3.915,-70.6615,-30.8,5.044,0.013511,
3.92,-70.5583,-24.6,3.323,0.024444,
3.925,-70.4289,-18.9,5.47,0.028799,
3.93,-70.2715,-14.7,5.077,0.036888,
3.935,-70.0578,-12.4,1.402,0.047822,
3.94,-69.7228,-11.5,7.59,0.078666,
3.945,-69.2394,-10.6,4.429,0.107911,
3.95,-68.6235,-9.9,3.117,0.131288,
3.955,-67.9326,-9,2.211,0.141066,
3.96,-67.2075,-8,0.241,0.145422,
3.965,-66.5019,-7.2,-2.29,0.136711,
3.97,-65.8598,-6.6,-4.802,0.120444,
3.975,-65.3325,-6.3,-2.848,0.097155,
3.98,-64.926,-6.5,-6.425,0.072177,
3.985,-64.6471,-6.7,1.075,0.047733,
3.99,-64.475,-6.6,-8.146,0.024888,
3.995,-64.4005,-6.5,0.755,0.008088,
4,-64.3993,-6.3,2.589,0.002133,
4.005,-64.3999,-6.4,-0.399,0.002666,
4.01,-64.4048,-6.4,-0.082,-0.002755,
4.015,-64.4005,-6.4,3.44,0.002133,
4.02,-64.4048,-6.4,0.485,-0.001155,
4.025,-64.406,-6.5,0.883,-0.001066,
4.03,-64.4048,-6.4,1.601,-0.000533,
4.035,-64.4048,-6.4,1.978,-0.001688,
4.04,-64.4048,-6.4,0.399,0,
4.045,-64.4048,-6.4,-2.426,-0.001688,
4.05,-64.4054,-6.4,0.339,-0.001688,
4.055,-64.4011,-6.5,0.959,0.002133,
4.06,-64.406,-6.4,0.201,-0.003288,
4.065,-64.4048,-6.4,-0.307,-0.000533,
4.07,-64.4035,-6.4,-0.557,-0.000533,
4.075,-64.4048,-6.4,-0.448,-0.001155,
4.08,-64.4042,-6.4,3.816,0.000533,
4.085,-64.4029,-6.4,3.289,0.002755,
4.09,-64.4048,-6.4,0.219,0,
4.095,-64.4042,-6.4,1.037,-0.000622,
4.1,-64.4011,-6.5,-1.636,0.001066,
4.105,-64.4029,-6.4,1.231,0.001688,
4.11,-64.4054,-6.4,0.987,-0.001066,
4.115,-64.4023,-6.5,-0.39,0.000533,
4.12,-64.4048,-6.4,-2.335,-0.003288,
4.125,-64.4035,-6.4,-2.006,0.001155,
4.13,-64.4023,-6.5,0.335,0.001066,
4.135,-64.4011,-6.4,3.46,0.003288,
4.14,-64.4005,-6.4,0.256,0.002666,
4.145,-64.4005,-6.4,1.599,0.002666,
4.15,-64.406,-6.5,-2.623,-0.002222,
4.155,-64.4029,-6.4,2.981,0.002222,
4.16,-64.4005,-6.4,0.084,0.003288,
4.165,-64.4042,-6.4,0.718,-0.002222,
4.17,-64.4005,-6.5,2.681,0.003822,
4.175,-64.3999,-6.4,2.018,0.004355,
4.18,-64.4048,-6.5,-4.824,-0.004355,
4.185,-64.4035,-6.4,0.34,0.000622,
4.19,-64.4017,-6.4,-0.931,0.000533,
4.195,-64.3999,-6.4,-0.434,0.004355,
4.2,-64.4035,-6.5,0.177,-0.002133,
4.205,-64.4042,-6.4,-2.632,-0.002222,
4.21,-64.4023,-6.4,1.243,0.001066,
4.215,-64.4023,-6.5,5.42,0.003288,
4.22,-64.4029,-6.4,1.729,0.000533,
4.225,-64.4042,-6.4,-5.846,-0.003288,
4.23,-64.4029,-6.4,-0.384,0.001688,
4.235,-64.4011,-6.4,-2.268,-0.001066,
4.24,-64.4023,-6.4,0.509,-0.001066,
4.245,-64.3987,-6.4,-0.742,0.003733,
4.25,-64.4005,-6.4,0.981,0.001066,
4.255,-64.4054,-6.4,-4.345,-0.003288,
4.26,-64.406,-6.4,-1.749,-0.004355,
4.265,-64.4017,-6.4,-0.72,0.002222,
4.27,-64.4023,-6.5,-0.952,-0.000533,
4.275,-64.4011,-6.5,-0.059,0.001066,
4.28,-64.3999,-6.4,1.613,0.002666,
4.285,-64.4023,-6.4,0.729,0.002222,
4.29,-64.4017,-6.5,0.271,-0.000533,
4.295,-64.4011,-6.4,5.891,0.000533,
4.3,-64.4029,-6.5,0.399,-0.001066,
4.305,-64.3999,-6.4,-1.046,-0.0016,
4.31,-64.4048,-6.4,-1.495,0,
4.315,-64.4011,-6.4,-1.262,0.002755,
4.32,-64.4042,-6.4,-5.359,-0.003822,
4.325,-64.4029,-6.5,-3.593,0,
4.33,-64.4011,-6.5,-3.369,0,
4.335,-64.4011,-6.5,-1.765,0,
4.34,-64.4048,-6.5,-1.519,-0.002222,
4.345,-64.4029,-6.4,-2.277,-0.001066,
4.35,-64.3999,-6.4,-3.222,0.001066,
4.355,-64.4054,-6.4,1.039,0,
4.36,-64.4054,-6.4,-3.509,-0.004355,
4.365,-64.4035,-6.4,-0.973,0,
4.37,-64.4035,-6.4,-3.02,-0.002666,
4.375,-64.3999,-6.4,-1.742,-0.000533,
4.38,-64.4029,-6.4,-3.585,-0.002133,
4.385,-64.4023,-6.5,-1.199,0.001066,
4.39,-64.3999,-6.4,-2.871,0.001066,
4.395,-64.4011,-6.5,-0.836,-0.001066,
4.4,-64.4017,-6.5,-5.084,-0.0016,
4.405,-64.4029,-6.5,0.045,0.000533,
4.41,-64.4023,-6.5,-2.054,-0.0016,
4.415,-64.4029,-6.5,-3.41,-0.0016,
4.42,-64.4029,-6.5,0.603,-0.000533,
4.425,-64.4042,-6.4,-4.285,-0.000622,
4.43,-64.4042,-6.5,-0.694,0.001066,
4.435,-64.4042,-6.5,2.337,-0.001688,
4.44,-64.4035,-6.4,1.547,-0.002666,
4.445,-64.4048,-6.4,-4.367,-0.002222,
4.45,-64.4017,-6.4,-1.501,-0.001066,
4.455,-64.4029,-6.4,-0.468,-0.000533,
4.46,-64.4048,-6.4,-1.173,-0.004355,
4.465,-64.4042,-6.5,2.625,0.001066,
4.47,-64.4005,-6.5,2.515,0.003822,
4.475,-64.4054,-6.4,1.38,-0.002222,
4.48,-64.4035,-6.5,-0.318,-0.001066,
4.485,-64.4023,-6.5,0.321,-0.0032,
4.49,-64.4029,-6.4,1.006,0.002222,
4.495,-64.4048,-6.5,-1.24,-0.001688,
4.5,-64.4066,-6.5,-0.725,-0.005422,
4.505,-64.4182,-6.5,3.248,-0.001066,
4.51,-64.4713,-6.6,-3.925,-0.0168,
4.515,-64.6172,-6.7,-5.359,-0.039111,
4.52,-64.8705,-6.8,-4.504,-0.060266,
4.525,-65.2373,-7,-8.548,-0.084088,
4.53,-65.7018,-7.3,-3.975,-0.100444,
4.535,-66.2499,-7.1,-3.937,-0.115555,
4.54,-66.8547,-7.4,0.28,-0.123644,
4.545,-67.4864,-8,-1.665,-0.126933,
4.55,-68.123,-9.2,1.826,-0.125866,
4.555,-68.7505,-10.6,1.261,-0.121511,
4.56,-69.3578,-12,4.85,-0.115022,
4.565,-69.9223,-13.5,-0.554,-0.110666,
4.57,-70.4295,-21.6,6.269,-0.095466,
4.575,-70.7079,-34.4,16.026,-0.029866,
4.58,-70.7146,-34.2,5.841,0.011377,
4.585,-70.7036,-32.6,-3.604,-0.005955,
4.59,-70.7127,-33.4,3.958,0.002755,
4.595,-70.7274,-34.9,0.718,0,
4.6,-70.7366,-35.5,2.612,-0.002222,
4.605,-70.7256,-35.3,-9.975,-0.003822,
4.61,-70.7115,-34.4,0.247,0.004888,
4.615,-70.6584,-30.9,7.829,0.0168,
4.62,-70.5589,-24.7,-4.527,0.022844,
4.625,-70.4308,-18.9,-2.683,0.023288,
4.63,-70.2709,-14.7,1.779,0.0352,
4.635,-70.0566,-12.4,3.646,0.049422,
4.64,-69.7246,-11.5,7.468,0.075911,
4.645,-69.2418,-10.7,6.555,0.108533,
4.65,-68.6241,-9.9,3.298,0.133511,
4.655,-67.9363,-9,0.651,0.139377,
4.66,-67.2093,-8.1,0.971,0.145955,
4.665,-66.5032,-7.2,-0.508,0.137244,
4.67,-65.8635,-6.6,-2,0.120444,
4.675,-65.3343,-6.3,-7.439,0.097155,
4.68,-64.9266,-6.5,-2.009,0.075466,
4.685,-64.6434,-6.7,-2.587,0.049955,
4.69,-64.4774,-6.7,-3.269,0.022222,
4.695,-64.4042,-6.6,-2.508,0.005955,
4.7,-64.3993,-6.3,5.977,0.0032,
4.705,-64.4048,-6.4,0.384,-0.000533,
4.71,-64.4035,-6.4,2.396,0.001688,
4.715,-64.4054,-6.4,-0.804,-0.003288,
4.72,-64.4017,-6.4,3.758,0,
4.725,-64.4029,-6.5,-0.575,0.000533,
4.73,-64.4029,-6.4,-1.017,0.002222,
4.735,-64.4029,-6.4,2.879,0.001155,
4.74,-64.4042,-6.4,3.082,0.000533,
4.745,-64.4035,-6.4,-0.259,0.000622,
4.75,-64.4023,-6.5,0.647,-0.002133,
4.755,-64.4029,-6.5,2.47,0.001688,
4.76,-64.4023,-6.5,-2.397,-0.000533,
4.765,-64.4005,-6.4,3.517,0.003288,
4.77,-64.4035,-6.4,-1.364,-0.002133,
4.775,-64.3999,-6.4,-0.367,0.0016,
4.78,-64.4054,-6.4,-0.846,-0.002755,
4.785,-64.4005,-6.4,-1.255,0.001066,
4.79,-64.4042,-6.5,2.518,-0.001688,
4.795,-64.4011,-6.4,-2.725,0.003822,
4.8,-64.4023,-6.5,-0.645,0.001066,
4.805,-64.4023,-6.4,-0.882,0.000533,
4.81,-64.4042,-6.5,1.847,-0.000622,
4.815,-64.406,-6.5,-3.11,-0.004355,
4.82,-64.4023,-6.4,-2.392,0.000533,
4.825,-64.4035,-6.5,0.604,-0.000533,
4.83,-64.4048,-6.4,-1.066,-0.001155,
4.835,-64.4023,-6.5,0.409,0.001066,
4.84,-64.4054,-6.5,-0.13,-0.000533,
4.845,-64.4011,-6.5,-1,-0.000533,
4.85,-64.4035,-6.4,-0.787,-0.0016,
4.855,-64.4029,-6.4,1.77,0.001688,
4.86,-64.4011,-6.4,3.921,0.0016,
4.865,-64.4048,-6.4,2.043,0,
4.87,-64.4023,-6.4,-1.761,-0.001066,
4.875,-64.4005,-6.4,1.34,0.003288,
4.88,-64.4035,-6.5,-0.717,0,
4.885,-64.4029,-6.4,-1.446,0,
4.89,-64.4035,-6.5,1.209,-0.001066,
4.895,-64.4011,-6.4,-1.868,0.0016,
4.9,-64.4029,-6.4,-0.48,0.000533,
4.905,-64.3999,-6.5,0.052,0.000533,
4.91,-64.4042,-6.4,1.387,-0.002222,
4.915,-64.4029,-6.4,1.865,-0.001066,
4.92,-64.3987,-6.4,-2.002,0.001066,
4.925,-64.4035,-6.4,-0.962,-0.002133,
4.93,-64.4048,-6.5,-1.574,0.000533,
4.935,-64.4011,-6.4,2.358,0.002133,
4.94,-64.4023,-6.4,1.562,0.001688,
4.945,-64.4017,-6.4,2.976,-0.001066,
4.95,-64.4029,-6.5,-4.359,0,
4.955,-64.4029,-6.4,-2.817,0.001688,
4.96,-64.4017,-6.4,-5.584,-0.0016,
4.965,-64.4011,-6.4,5.07,0.001066,
4.97,-64.4017,-6.4,0.434,0.000533,
4.975,-64.4011,-6.4,-2.102,0.002755,
4.98,-64.4011,-6.4,-2.123,0.0016,
4.985,-64.4048,-6.4,1.597,-0.004355,
4.99,-64.4042,-6.4,-2.759,-0.002755,
4.995,-64.4035,-6.4,-0.157,-0.002133,
5,-64.4023,-6.4,-0.996,-0.002133,
5.005,-64.406,-6.4,-2.623,-0.004355,
5.01,-64.4023,-6.5,-0.071,-0.0016,
5.015,-64.406,-6.4,-0.086,-0.004355,
5.02,-64.4048,-6.4,1.607,-0.001688,
5.025,-64.4029,-6.4,1.755,0.002222,
5.03,-64.4048,-6.5,1.532,-0.000533,
5.035,-64.4054,-6.4,0.582,-0.000533,
5.04,-64.4054,-6.4,1.782,-0.000533,
5.045,-64.4048,-6.5,-0.765,0.000533,
5.05,-64.4011,-6.5,0.355,0.000533,
5.055,-64.4035,-6.5,-1.062,-0.001066,
5.06,-64.4017,-6.4,-0.473,0.001066,
5.065,-64.4035,-6.5,-2.843,-0.001066,
5.07,-64.4011,-6.5,0.777,0.002133,
5.075,-64.4048,-6.5,0.126,-0.001155,
5.08,-64.3999,-6.4,-0.38,0.002133,
5.085,-64.4023,-6.4,1.129,0.002222,
5.09,-64.4035,-6.5,-0.787,-0.0016,
5.095,-64.4023,-6.4,-1.689,0,
5.1,-64.4011,-6.5,-4.549,-0.0016,
5.105,-64.3999,-6.5,1.576,0,
5.11,-64.3987,-6.4,2.363,0.004266,
5.115,-64.4048,-6.4,-0.768,-0.000533,
5.12,-64.4005,-6.4,2.926,0.0016,
5.125,-64.4035,-6.4,-4.989,-0.002666,
5.13,-64.4029,-6.4,-5.091,-0.0032,
5.135,-64.4023,-6.5,-2.932,-0.0016,
5.14,-64.4029,-6.4,-5.924,-0.002666,
5.145,-64.4017,-6.5,1.713,0.003288,
5.15,-64.4011,-6.5,-3.695,-0.000533,
5.155,-64.4048,-6.5,0.586,-0.000533,
5.16,-64.4042,-6.5,-3.65,0.001066,
5.165,-64.4017,-6.5,1.677,0,
5.17,-64.4011,-6.5,-1.161,-0.001066,
5.175,-64.4005,-6.4,1.129,0.0016,
5.18,-64.4042,-6.5,-1.327,0.000533,
5.185,-64.4035,-6.4,-1.118,0,
5.19,-64.4054,-6.4,0.687,-0.001688,
5.195,-64.4035,-6.4,-2.374,-0.002133,
5.2,-64.4011,-6.5,-2.727,-0.001066,
5.205,-64.4023,-6.4,-0.828,-0.002666,
5.21,-64.4005,-6.5,2.883,0.0016,
5.215,-64.3993,-6.5,0.489,0.001066,
5.22,-64.3968,-6.5,6.482,0.001155,
5.225,-64.3968,-6.5,-3.999,-0.002133,
5.23,-64.3926,-6.4,-1.032,0.002666,
5.235,-64.3755,-6.4,0.796,0.0032,
5.24,-64.3273,-6.4,7.047,0.017333,
5.245,-64.2534,-6.4,0.225,0.018488,
5.25,-64.1576,-6.3,-2.17,0.019466,
5.255,-64.052,-6.5,-3.165,0.0184,
5.26,-63.9372,-6.4,1.698,0.024444,
5.265,-63.8402,-6.4,3.834,0.020088,
5.27,-63.7444,-6.4,0.381,0.017866,
5.275,-63.6583,-6.4,-1.845,0.014133,
5.28,-63.5637,-6.4,2.023,0.021688,
5.285,-63.4648,-6.3,-4.763,0.016266,
5.29,-63.3452,-6.3,6.213,0.025511,
5.295,-63.2176,-6.3,-0.441,0.025511,
5.3,-63.0681,-6.3,-1.771,0.033066,
5.305,-62.9088,-6.3,2.805,0.031999,
5.31,-62.7312,-6.3,5.673,0.040711,
5.315,-62.5438,-6.3,0.473,0.036355,
5.32,-62.3509,-6.4,-2.209,0.036888,
5.325,-62.1599,-6.3,-2.493,0.035288,
5.33,-61.9566,-6.3,-0.029,0.040711,
5.335,-61.7613,-6.3,2.883,0.041244,
5.34,-61.5544,-6.3,7.56,0.044533,
5.345,-61.3463,-6.2,2.513,0.039022,
5.35,-61.1253,-6.3,0.086,0.043466,
5.355,-60.8959,-6.2,1.251,0.046044,
5.36,-60.6639,-6.2,-1.148,0.046666,
5.365,-60.4259,-6.2,2.099,0.047733,
5.37,-60.1763,-6.2,1.492,0.051999,
