Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
5.415,-57.617,-6.1,0.801,0.062399,
5.42,-57.2972,-6.2,-0.855,0.064622,
5.425,-56.9707,-6.1,2.417,0.0656,
5.43,-56.6338,-6.1,-3.204,0.066133,
5.435,-56.2895,-6.1,-3.904,0.066222,
5.44,-55.9319,-6,0.285,0.072711,
5.445,-55.5699,-6,0.356,0.072177,
5.45,-55.1994,-6.1,-1.902,0.072711,
5.455,-54.821,-6,2.425,0.076533,
5.46,-54.4383,-6.1,0.374,0.078666,
5.465,-54.052,-6,4.189,0.0808,
5.47,-53.654,-6,3.995,0.083022,
5.475,-53.25,-6,-2.254,0.0792,
5.48,-52.8331,-6,-5.045,0.081422,
5.485,-52.4156,-6,-0.735,0.085244,
5.49,-51.9963,-6,-1.418,0.083555,
5.495,-51.5721,-6,1.69,0.083022,
5.5,-51.1455,-5.9,-0.058,0.087377,
5.505,-50.7262,-6,-1.208,0.086222,
5.51,-50.2953,-5.9,1.257,0.089511,
5.515,-49.8601,-5.9,1.422,0.085688,
5.52,-49.417,-6,0.082,0.090044,
5.525,-48.9696,-5.9,0.061,0.090577,
5.53,-48.521,-6,-1.14,0.089511,
5.535,-48.0681,-6,-1.554,0.088444,
5.54,-47.6097,-5.9,0.565,0.093333,
5.545,-47.1495,-5.9,1.935,0.093866,
5.55,-46.682,-6,1.391,0.093333,
5.555,-46.2108,-5.9,0.696,0.094933,
5.56,-45.739,-5.9,-0.248,0.096533,
5.565,-45.269,-5.9,2.653,0.096088,
5.57,-44.7954,-5.9,-0.935,0.093866,
5.575,-44.3187,-5.9,-3.582,0.094933,
5.58,-43.8365,-5.8,-0.257,0.099822,
5.585,-43.3464,-5.8,-3.563,0.097688,
5.59,-42.8545,-5.9,0.342,0.0976,
5.595,-42.3662,-5.9,-7.675,0.096,
5.6,-41.8736,-5.9,-2.776,0.096622,
5.605,-41.3908,-5.9,-0.197,0.097688,
5.61,-40.9123,-5.8,1.024,0.096088,
5.615,-40.4228,-5.9,0.143,0.101511,
5.62,-39.9419,-5.8,-0.997,0.098133,
5.625,-39.4591,-5.8,-1.065,0.095466,
5.63,-38.9617,-5.8,1.184,0.0976,
5.635,-38.4599,-5.8,-0.377,0.098755,
5.64,-37.9527,-5.9,2.835,0.103111,
5.645,-37.4358,-5.8,0.98,0.103022,
5.65,-36.9121,-5.9,1.115,0.103644,
5.655,-36.3884,-5.9,-1.145,0.106311,
5.66,-35.8623,-5.9,-0.349,0.106311,
5.665,-35.3423,-5.9,0.665,0.103555,
5.67,-34.8198,-5.9,-0.685,0.104711,
5.675,-34.2931,-5.9,4.113,0.106844,
5.68,-33.7621,-5.9,-0.797,0.106844,
5.685,-33.2329,-5.8,3.828,0.107999,
5.69,-32.7055,-5.8,-0.994,0.103644,
5.695,-32.1752,-5.8,1.109,0.103555,
5.7,-31.6515,-5.8,0.297,0.102488,
5.705,-31.1266,-5.9,1.212,0.104177,
5.71,-30.6084,-5.9,0.367,0.101955,
5.715,-30.0932,-5.8,0.948,0.102577,
5.72,-29.5799,-5.9,1.69,0.102577,
5.725,-29.0642,-5.9,0.504,0.104177,
5.73,-28.5503,-5.9,1.902,0.100355,
5.735,-28.0333,-5.9,-2.923,0.100888,
5.74,-27.5169,-5.9,-0.535,0.100977,
5.745,-26.9981,-5.9,0.787,0.104177,
5.75,-26.4824,-5.9,0.84,0.102577,
5.755,-25.9642,-6,-3.208,0.104711,
5.76,-25.4625,-5.9,-0.792,0.099288,
5.765,-24.9547,-5.9,2.946,0.103644,
5.77,-24.4652,-5.9,-2.705,0.0944,
5.775,-23.9751,-6,-2.05,0.099288,
5.78,-23.4917,-5.9,-0.686,0.092177,
5.785,-23.0113,-5.9,0.576,0.0944,
5.79,-22.5273,-5.9,2.148,0.097155,
5.795,-22.0513,-5.9,-1.124,0.097066,
5.8,-21.5794,-5.9,0.126,0.096088,
5.805,-21.1125,-5.9,2.389,0.094933,
5.81,-20.6474,-5.9,-6.028,0.090666,
5.815,-20.1817,-5.9,-1.575,0.096088,
5.82,-19.7185,-5.9,2.803,0.095466,
5.825,-19.2583,-5.8,0.124,0.092177,
5.83,-18.7932,-5.9,-0.679,0.091644,
5.835,-18.3342,-5.9,-1.282,0.0928,
5.84,-17.8838,-5.8,-0.391,0.090044,
5.845,-17.4266,-5.9,1.696,0.0912,
