Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
5.425,-56.9341,-6.1,-3.868,0.066133,
5.43,-56.5996,-6.1,1.305,0.069955,
5.435,-56.2517,-6.1,0.131,0.070488,
5.44,-55.8959,-6.1,-0.41,0.070488,
5.445,-55.537,-6.1,-1.16,0.072711,
5.45,-55.1695,-6.1,-2.174,0.076533,
5.455,-54.7972,-6.1,-1.928,0.070577,
5.46,-54.4115,-6,-0.221,0.075377,
5.465,-54.0239,-6,-1.509,0.076,
5.47,-53.6205,-6,3.281,0.084622,
5.475,-53.2115,-6,-0.061,0.083555,
5.48,-52.7922,-6,0.148,0.085777,
5.485,-52.3784,-6,-8.161,0.079733,
5.49,-51.9481,-6,2.404,0.086844,
5.495,-51.5221,-6,-4.906,0.086755,
5.5,-51.1107,-6,2.319,0.0808,
5.505,-50.6896,-6,1.18,0.0792,
5.51,-50.2544,-6,-1.718,0.086755,
5.515,-49.818,-6,-3.522,0.085688,
5.52,-49.3822,-5.9,0.526,0.086222,
5.525,-48.9348,-5.9,-2.147,0.088977,
5.53,-48.485,-5.9,1.002,0.088444,
5.535,-48.0296,-5.9,-3.065,0.090133,
5.54,-47.5707,-5.9,2.625,0.092177,
5.545,-47.1062,-5.9,1.496,0.092177,
5.55,-46.6338,-5.9,-0.08,0.094933,
5.555,-46.1626,-5.9,-1.233,0.092177,
5.56,-45.6896,-5.9,-0.201,0.0944,
5.565,-45.219,-5.9,2.106,0.093333,
5.57,-44.7435,-5.8,0.425,0.0944,
5.575,-44.2638,-5.9,-3.485,0.096,
5.58,-43.7773,-5.9,0.375,0.100888,
5.585,-43.2945,-5.9,0.434,0.093333,
5.59,-42.8038,-5.9,-0.488,0.097688,
5.595,-42.3161,-5.9,-3.648,0.098222,
5.6,-41.8291,-5.8,-1.611,0.099822,
5.605,-41.3536,-5.8,-2.12,0.0928,
5.61,-40.8678,-5.8,0.557,0.096533,
5.615,-40.3795,-5.9,-1.11,0.097155,
5.62,-39.8967,-5.8,-2.614,0.0928,
5.625,-39.4035,-5.8,-1.774,0.097155,
5.63,-38.9067,-5.8,0.693,0.100355,
5.635,-38.4038,-5.8,-1.892,0.103111,
5.64,-37.896,-5.8,0.513,0.102488,
5.645,-37.379,-5.8,0.292,0.105244,
5.65,-36.8614,-5.8,1.845,0.107999,
5.655,-36.3432,-5.9,-0.832,0.103111,
5.66,-35.8196,-5.8,-0.592,0.106311,
5.665,-35.294,-5.8,0.331,0.105333,
5.67,-34.76,-5.8,2.424,0.110133,
5.675,-34.2333,-5.9,2.756,0.106844,
5.68,-33.7084,-5.8,0.133,0.103555,
5.685,-33.1719,-5.8,1.054,0.111199,
5.69,-32.6445,-5.9,3.299,0.107466,
5.695,-32.119,-5.9,1.464,0.106311,
5.7,-31.5935,-5.9,-3.882,0.104177,
5.705,-31.0741,-5.9,0.397,0.104711,
5.71,-30.5644,-5.8,2.166,0.101511,
5.715,-30.0523,-5.8,-3.166,0.102577,
5.72,-29.5409,-5.9,-2.716,0.099822,
5.725,-29.019,-5.9,1.632,0.104711,
5.73,-28.4996,-5.9,-0.624,0.103111,
5.735,-27.9796,-5.9,-2.039,0.103644,
5.74,-27.4584,-5.9,-0.456,0.104088,
5.745,-26.9383,-5.9,3.152,0.104711,
5.75,-26.4244,-5.9,1.788,0.104177,
5.755,-25.9117,-5.9,3.16,0.103644,
5.76,-25.4057,-5.9,-2.249,0.100444,
5.765,-24.9095,-5.9,-1.486,0.099288,
5.77,-24.4176,-5.9,4.19,0.097066,
5.775,-23.9287,-5.9,3.088,0.100355,
5.78,-23.4471,-5.9,-1.901,0.096088,
5.785,-22.9631,-5.9,3.354,0.094933,
5.79,-22.4797,-5.9,0.098,0.096,
5.795,-22.0036,-5.9,-1.288,0.095022,
5.8,-21.5312,-6,-1.139,0.094933,
5.805,-21.0649,-5.9,-0.984,0.090666,
5.81,-20.5992,-5.8,2.167,0.092266,
5.815,-20.1378,-5.8,0.481,0.090044,
5.82,-19.6703,-5.9,-0.938,0.092177,
5.825,-19.2064,-5.9,-2.195,0.088977,
5.83,-18.7438,-5.9,0.891,0.093777,
5.835,-18.2878,-5.9,1.473,0.0928,
5.84,-17.8337,-5.9,-0.298,0.089511,
5.845,-17.3729,-5.9,0.741,0.093866,
